s1sc-cc,s1sc-dm,s1cc-dm,s2sc-cc,s2sc-dm,s2cc-dm,s3sc-cc,s3sc-dm,s3cc-dm,s4sc-cc,s4sc-dm,s4cc-dm,Var13,Var14,Var15,Var16,Var17,Var18,Var19
-0.454382465727943,0.27776009649157,0.539006259299308,1.94593456759449,0.642785351118069,-0.171889599981164,-1.59147354045088,-1.51730986240299,-0.930516029631417,0.0590629798575951,-0.433686326789818,-0.22541968171202,mild,mild,min,min,mod,mod,mod
0.219174578058731,-0.442846595577538,0.332213293581349,-0.0122205045860614,-0.475594726101793,-0.572384661375979,-1.3181423080177,-0.00715180560899543,-0.188143935364057,1.8241568155713,0.702281809707457,0.147093705873677,abs,abs,mild,mild,mild,mild,mild
0.856663099670512,0.336966498988885,2.16264614395981,0.589913187196469,-0.367369411310988,-0.911358710931369,-1.27462287704232,-0.991406287911186,-1.18867316378529,0.259733776836658,1.52674318812082,1.08678991828333,mod,mod,mild,mild,mod,mod,min
-0.332205451726875,-0.171246391137949,-0.363138990058905,-1.42425293000465,-1.67021001852753,0.852291487131301,0.784034204322975,0.98516826476884,0.249591560692509,0.650194450262256,0.850633746097768,-0.511127516719102,mild,mild,min,min,mild,mild,min
-0.332238664644017,0.25896580483227,1.21091121719661,-1.16712765522694,0.218192185606485,1.89151022583344,1.00453713665308,-0.241105960397854,0.0252353681835787,-0.311573936121522,-0.134941424832118,-1.59235409485491,abs,abs,abs,abs,mod,mod,min
-0.114138476734705,1.47464814434254,-0.0298339370587672,-0.746473651999683,-0.307897093713591,-0.658012148512029,0.573711783185519,-0.787628122275957,1.14241380839786,0.434890218660287,0.948541878649823,-0.00436503780324136,abs,abs,abs,abs,abs,abs,abs
0.606311780690821,-0.0219216962809238,-0.119640397632194,-0.532102850579375,0.607597256150927,0.15340212137354,0.505436926510743,0.712405333199662,1.81924239728023,-0.281973003266752,-0.825705947821378,-0.442185263220162,mild,mild,mild,mild,mild,mild,mild
0.521403078288596,-0.269792309377801,0.800938050856669,-0.7321389516177,-0.908752641210821,0.230657298049014,-0.592968029957503,1.24936113611359,-1.47747729691669,0.314866702931589,-1.24390270185257,0.918308553720541,mods,sev,abs,abs,mild,mild,abs
-1.48243097881581,0.302936455345272,0.908905757201563,0.873249375334978,0.820680718413179,-1.13468961281864,1.99181193166973,0.342764442094244,1.24806855147798,0.408423277962437,-1.10316240236599,-0.981408677301288,abs,abs,abs,abs,abs,abs,abs
0.146144849886153,0.688629403256087,-0.546998413483066,-1.1485806518421,0.278534709681262,0.823421137935481,-0.033883717341281,-1.34514736128122,-1.15391969332673,1.19392052835408,0.63375808642027,0.421583310950874,abs,abs,abs,abs,min,min,abs
0.453658098850547,2.28353220634753,1.52715282376799,-0.535556807897891,-0.450098368626323,-0.499738571178879,-1.10454000189688,-1.08890474264346,-0.0366153285848007,0.82495334740704,-0.13382800919591,-0.434251246777167,mild,mild,abs,abs,min,min,mild
-0.490604965035893,-1.16371629973554,1.15229409234682,0.87623132428142,0.485881673472347,1.25890819841184,1.98127885229768,-1.21802722613399,-0.629175144856371,-0.263045863355283,0.161992185358497,-1.1954100843822,abs,abs,abs,abs,abs,abs,min
-1.18351637355395,0.432992063159617,-0.387242766940795,0.84524081909364,0.982861776192442,0.0509049893378845,0.233993048326675,-1.60857739824381,0.86984102414876,-0.153799996003703,1.00697816410144,-1.10218540518773,mild,mild,mod,mod,mods,sev,mod
-0.420566091352685,0.295528005032606,1.29750950368523,0.113582751415335,-0.534692806340166,-1.65602687177123,-0.202695833684831,-0.867539934136428,-1.53711614645823,1.68907215852759,2.46809578448811,3.76626336328193,mild,mild,abs,abs,mild,mild,mod
0.638429304032704,-0.703493307930117,-1.41048030038011,-0.0388943214752633,-0.252825632211865,-0.640788008569505,0.714366691680176,0.104282462105587,1.15714888602507,-1.52515486022107,1.21871063640186,0.919692202615043,mild,mild,min,min,min,min,mild
1.30095039067363,0.370577162255935,-0.495792990563284,-0.910126257187156,-0.258282062028486,0.116775001607782,-1.47884728995928,-1.11782656173294,-0.805843919578946,0.239846461665928,0.452036176180387,1.07928435573155,mod,mod,abs,abs,abs,abs,abs
-1.35847357709405,0.962539994260004,0.525565194410852,1.69486439164385,0.330278582664458,1.86163505512488,1.10601297255507,-0.893674459258772,-1.35744987102719,-1.5921323439951,0.208669030404407,0.556768128717862,abs,abs,abs,abs,sev,sev,mod
0.524695910024616,-1.52175445272383,0.614293269686717,-0.0392476386066514,1.0637484446171,0.452758685526009,-1.66751271867208,0.669466003760587,-2.56300967850837,1.91853568138287,0.944442320666054,-1.36065146894396,mild,mild,mild,mild,mild,mild,sev
-0.52384213308485,-0.799355239450435,-0.164195321350254,-0.850621837581101,1.48190998272003,0.269824500694645,-0.326876130228652,-0.272209446031626,-0.161294296537667,2.6295062691885,-0.772011316942987,0.24478240973392,mild,mild,abs,abs,mod,mod,mild
0.156862839779752,-1.57905032368766,-1.14232026638966,-1.09358774932351,0.536606109612612,1.02958365283165,-0.873371984696679,0.326268856999387,0.361313664111251,0.981263806549223,0.397575248177249,0.0548202336258844,mod,mod,mild,mild,mild,mild,mod
-0.710400732338186,-0.716166244034471,0.595493609357286,0.72654145095453,0.784753369104795,-0.856937726511929,-0.181248019088014,1.61978015516516,0.714119503322085,0.439392215501085,-1.47326980661776,0.152210364826457,mod,mod,abs,abs,mild,mild,mild
-0.78351785147748,-0.685726843402357,0.669880099048362,0.596471832907781,0.723690280716228,-0.720178062204035,1.38794526493893,1.44730865673155,0.599256868059788,-0.658825278858725,-0.918577479513371,-0.928114440698385,mod,mod,mild,mild,mild,mild,mild
-0.548824428785755,0.0887809895071764,-0.447340358512779,-0.410870050875787,0.392200529823934,0.67610076799868,1.42315680227202,-1.39135150386045,-1.0950653470873,0.59731465106896,0.958716866326501,0.838000468070483,abs,abs,mild,mild,sev,sev,mild
0.412632808727501,-0.0205693657631064,0.742254553146137,-1.84514367246423,-0.0879988567238853,2.00636540323494,0.885237616023268,0.602175075383198,-0.479255432011555,-0.787944164156162,-0.816621893773895,-2.06344814767513,mods,sev,mild,mild,mod,mod,min
0.682914781885419,0.296751891936399,0.956324323276328,0.616943036649821,1.11151628306942,-1.01863377002075,-0.425248140748763,-0.00545152753625493,0.226387157819656,-0.910341883047394,-1.33828074521306,-1.11028355323302,abs,abs,abs,abs,abs,abs,min
0.0336654491677527,-1.66065695747577,-0.585159539538829,-0.426598667685032,0.438932640817148,1.35092653154484,0.116400700390372,0.022487606349563,-1.89690683671636,0.319303191058881,0.886180352727546,1.56964743839151,mods,sev,mods,sev,mods,sev,min
0.533227203555775,0.0597671951049991,0.354281472940472,-1.27249119842179,-0.0405480765312136,-0.989068441773263,0.144241707777754,-0.359802517725151,-0.229211339699343,1.25652681098552,0.450538316517571,1.50278045063837,mod,mod,abs,abs,mild,mild,min
1.14085492964328,-1.25188686383896,-0.626974387441501,-0.802784732453149,1.49696684875898,1.21745760930645,-0.629235074643516,-0.469138841028575,0.0132393664880126,-0.11714276316037,0.236324762224619,-0.187495680473221,mod,mod,mild,mild,mod,mod,min
-1.26803905491759,-2.31443735126111,-2.13953567973107,0.810615013561679,0.394219066454452,1.28624415787928,0.390753307800638,2.22153888079104,-0.0986828002810074,-0.4144496744945,-0.916311890393964,-0.241158423159995,abs,abs,abs,abs,mod,mod,mild
0.580659712842099,0.833952870055627,0.119725097151032,1.28993288794223,0.685079863146754,-1.50162951761922,0.342861892281851,-0.349225315315841,1.84534808735919,-1.08787578451669,-0.585174075164996,-0.805877162179574,mod,mod,abs,abs,min,min,abs
-0.514919710799578,-0.737844008683547,-2.01628768948468,-0.429532985645259,0.592383107206056,1.83707859384668,-0.203375159146186,-0.462707545356579,-0.140720568766103,1.1762748750984,0.782275313905968,1.41172792708762,mod,mod,abs,abs,mods,sev,sev
0.216593468215544,0.0166864703010244,0.877783687506879,0.54219698328329,0.219276340558883,0.382203653162213,-1.19712186501921,-0.54082095610678,-1.37270540412482,-0.254119558087573,-0.201479169820915,-1.54074518103396,mods,sev,abs,abs,mild,mild,mild
1.37037014011563,0.338036458322933,0.797860126467339,0.282962312523621,0.0556421976306509,0.829544590796686,-1.12104558541854,-1.44542293511344,-0.56266696516394,-0.762545983736989,0.116690244968983,-1.1463502170199,abs,abs,abs,abs,mod,mod,mod
0.716288212222804,0.616292232128572,0.494488777092683,0.249511377835101,0.926064116407121,0.549438807449337,-0.487425973803491,-1.21783312685181,-1.51779265893649,-0.0302646018290181,-0.192419929313567,1.66749700516531,abs,abs,abs,abs,mods,sev,abs
-0.604868115090479,0.32869731847417,0.585231218737284,0.866399181755098,0.468033094701112,-0.0126367319454771,0.220360626214573,0.275238714005317,-0.0921742204669201,-0.506708462574575,-0.829407872604657,-0.153385857941242,abs,abs,abs,abs,mod,mod,mod
-1.65137446356286,-0.950134586230332,-0.785383578561632,-1.10540165013156,-0.171066948353939,0.127805486706107,0.814542516093209,0.505734433327735,1.11128348075995,1.73074467310411,0.541352847909056,-0.722026351150772,mods,sev,mild,mild,abs,abs,mild
1.13252029643554,-1.45807377730389,-1.90615599338045,-0.25979772947721,-0.263308144618513,-0.402219609736445,-0.749716258915581,-0.619898497582041,0.424297548255394,0.455754460489902,0.956259857537059,0.754997933432985,mods,sev,mods,sev,sev,sev,sev
1.29279938572471,-0.1202949068823,0.952304670045613,-1.59027635212349,-0.782598001571368,1.11956263796881,-0.280536654191625,0.488805265965331,-0.0311634777968143,-0.857682106903101,-0.376869289338861,-0.920609901270951,mild,mild,abs,abs,mod,mod,sev
-1.34809455422527,1.58330449719467,-0.215656287736465,0.708349962630166,-3.76547012333584,-3.73101107363437,1.66826630585921,0.529722541928627,1.2893782312407,-1.35281085757329,-0.254627166243664,-0.347562303476086,mild,mild,min,min,min,min,mod
0.388529633682296,0.0655358585511043,0.430255112135496,0.11992477309578,-0.145883250796086,-0.399461653194731,-0.672727605445418,0.381546183217239,-0.390816774153909,0.57085116653629,-0.140089316907363,0.753310954222996,abs,abs,abs,abs,abs,abs,abs
-2.59428326696272,-1.12296648961922,-1.05428138103532,0.520518323889758,-0.462142188353097,-0.581438126298998,0.386795316966704,1.15166119762283,0.829525885035358,0.682728942441175,0.509076759311313,0.807984864921407,mod,mod,abs,abs,abs,abs,abs
0.689768330822883,0.0822567668086424,1.04116142140586,-0.765540736552495,-0.776232502834958,-0.0769573347302609,-0.364231808061742,0.127768152389789,-2.07945689336297,0.64893064926845,0.956018888077337,0.911215273713196,mod,mod,mod,mod,mod,mod,min
0.729080276276785,-1.46513693371423,-1.18681633179203,1.73880738192844,0.0458968287768543,0.435130401850689,-1.32307946755734,2.03441819275267,-0.271475676329617,-1.49289513647463,-0.132021972324165,0.848970086710469,mod,mod,abs,abs,abs,abs,abs
-1.80808371240085,0.292882917596836,-0.250542121848689,-1.4825027039087,-0.609191511725917,-1.06942351172944,1.03317996104523,0.56529353784822,0.381494860692962,0.27164232625946,-1.1800070049074,-0.0325012364283842,mods,sev,abs,abs,abs,abs,mod
0.814258943950126,-0.230196982677836,-0.533640481519088,-0.44890323096356,-1.92842580709155,-0.47322615936284,0.589076792815193,0.433749858683624,0.389373018523199,-2.3828622245949,1.44767935422165,0.406794317951696,mod,mod,mods,sev,mod,mod,sev
0.453004391998729,-0.989149332551504,-0.525432787471196,0.0743943452968899,1.20752449962157,0.932712045335405,-1.05088051233078,-0.490981601529821,0.602934844972566,0.163859613362215,0.300076419883358,-0.630082719323255,abs,abs,abs,abs,abs,abs,mild
0.194120518843463,0.211024961654069,0.204047436653838,0.464495015176612,-0.257206922671288,0.133555375998947,0.467391704092915,1.00448703853411,0.424466465399239,-1.96882836365393,-0.341417967791968,-1.5359565473033,abs,abs,mild,mild,abs,abs,abs
0.98594647909424,1.61118619053519,-0.909863029575962,-0.92477242746102,-2.73579823160482,0.856358831707323,0.762309329726279,0.388376904953668,-0.454706212034363,-1.00144971245659,0.129377788673062,0.622009658214989,mod,mod,mod,mod,mod,mod,mild
0.330708135764513,1.16250992281662,-1.5225251065212,-0.666070865424969,0.319924151380873,0.182374758352111,0.568363217135461,0.99244403038024,1.06992491396773,-0.356494128928885,-1.51051464330506,-0.792415465337475,sev,sev,abs,abs,abs,abs,abs
-1.49461462630589,-1.42271084973105,-1.69004571355502,0.266341439616359,-0.190077191426234,-0.274055346418799,0.191292835094653,0.764199342718623,1.23878509418728,0.0601563847201863,-0.274501288976815,-0.470643225975991,abs,abs,mild,mild,abs,abs,mod
2.07862182830455,0.793671638473414,-0.0337723531021264,0.904567032595,0.126935883712769,-0.244729275660533,-1.89131667633515,-1.36042638291313,-0.439694573913488,-0.314203934923546,0.556832717970177,0.786013985306976,abs,abs,abs,abs,abs,abs,abs
-0.173840624632228,0.864223144795064,1.50539800580007,1.14524589947683,1.01949766327235,0.304496561452202,-0.775928654207306,0.38538883473329,0.260565966908775,0.268169282397192,-1.25967686245639,-0.962895413275039,mild,mild,min,min,mod,mod,mod
0.787824570789638,0.859534232265688,0.0991790267769507,0.0806657221281005,-1.41652827967982,0.170213561531361,-0.491599449971716,0.999442926600295,-0.602562432358953,-0.254151653234025,0.128983084925031,0.271731548641277,abs,abs,abs,abs,min,min,mild
-1.03527551573862,0.25680678392131,0.156184327402748,-0.447749170468143,-0.405661716125487,-1.5710356768093,1.0248183446479,0.945685157425307,0.599992584639273,-0.358794860148625,-0.878296556153918,1.39386820478954,abs,abs,abs,abs,min,min,abs
0.245382815827776,0.0980001464850087,0.239342128913849,0.381446512773671,0.130517544876086,0.103623059502863,-0.0615494574500533,0.614674846309696,-0.0330938684239861,-0.603934211262229,-1.55586696871346,-0.465757344166663,min,min,abs,abs,mod,mod,min
0.0166388995457641,2.00341663356869,1.96696624965599,-1.07318839741776,-0.772333138414202,0.145297684207376,0.196543188094668,-0.485599075549503,0.944161738351957,0.354915681802583,-0.560669635434803,-1.49100533474961,mod,mod,mild,mild,mild,mild,mod
0.654569173225523,0.00429259074104209,0.312223354170336,0.539155123965108,-0.137958656981991,1.00864087073484,0.0556588280451454,-0.575917412559707,-0.237604947886156,-1.5113691432309,1.18641210013075,-1.04009286058333,mild,mild,abs,abs,mods,sev,mod
-0.140178139959419,0.221775391732402,-0.257043738049414,-1.29747255835641,-0.825559009920612,-0.559391194679196,0.471476366651192,0.852792732003006,0.777426682739738,1.4476082910695,-0.25196012541042,0.419530732524423,min,min,abs,abs,abs,abs,abs
-1.17058994682429,-0.909121825595693,0.0625862780147466,-2.07430854250623,-2.7232386706083,0.128817645571064,1.62907788776359,2.68709265954894,-0.0114554490540374,0.936417195123226,-2.18725310327018,-0.471617262415201,min,min,min,min,min,min,min
2.54084768750414,3.23569069859278,0.19618136732477,-0.692665722477225,-0.730112727401893,0.00881826546959934,-0.0747043382184197,-0.525415274028141,0.132369594224351,-0.485747571050924,0.165855056065048,-0.117220714830015,mod,mod,abs,abs,mod,mod,mild
-0.61667490902136,0.817953542617587,-0.314772396574959,-0.377133494269727,-0.055474384248965,0.161246806552477,1.52090962158353,-0.632828231629016,-0.00847367829427093,1.28387822973325,-1.287055916867,1.73571767558399,mild,mild,abs,abs,mild,mild,mild
-1.31756081871204,-0.705936339740851,-2.88075121674478,2.04844682070841,0.961922861417287,-1.0324910034848,0.650652940139456,-0.990623871869548,1.98248184694224,-1.84867436504373,-0.0573890543494016,1.29764593243195,min,min,min,min,mild,mild,mod
-0.421467739111879,0.420964353634531,-1.93691675370149,0.0692144529591793,0.165132343087121,-0.0939349218551994,0.768837639334141,-0.418758396839571,0.0253292343553786,-1.33504219043406,0.53477332813016,1.14729104348286,min,min,abs,abs,min,min,abs
0.572069235744823,0.0743916461478663,0.526168451319736,2.06224772723307,1.57140023841347,-0.061537960067643,-2.96109414837551,-1.37937543384149,-1.13317409656587,0.100367584922787,-0.856106660017784,0.322168387698242,mild,mild,abs,abs,mild,mild,mild
0.20892924584069,0.408811676157256,0.689359031880198,-0.531077218003447,0.342448417519213,-0.325040092787508,0.622541971445195,-0.0189664964970151,0.163476108203369,1.74521979554179,-1.46066779670535,0.0585334572123326,mild,mild,abs,abs,min,min,min
-1.56535560781202,0.489657337144531,-0.145754441189694,2.27087189969117,0.346139458109076,-1.19289843715073,-0.312260988023957,0.747588355227477,-1.62297617661965,0.984214089937585,-1.04496089976439,1.21800770102045,mod,mod,mild,mild,mod,mod,mild
0.101787369043728,0.630220189039784,-0.897747418404243,-0.33338107471653,0.0445069351951346,1.29024012115732,0.140393533555472,-0.604257560345858,0.186039216849792,0.203139872429961,0.327879091665352,-1.01889721140782,sev,sev,mod,mod,sev,sev,sev
0.81835622533313,-2.01296697201708,-0.291998812315431,-1.14832063474539,-0.852859999914478,0.573619942954415,-1.22345564918125,1.77754131535347,-1.1094183954476,1.31707008416074,2.80936173717029,0.350814764937073,min,min,abs,abs,ext,sev,sev
0.425991160211457,0.282901055709276,-0.825631858668913,0.150192078360822,-1.19333245386687,0.875133578707112,0.400696434013949,0.461189473506293,1.04820797601854,-1.72550838657423,1.2592318619105,-1.37474627670301,mod,mod,abs,abs,abs,abs,mild
0.350408585160342,0.463917809046142,0.319341747666124,0.0629735275076158,0.128972841319095,0.0189124726803751,0.515086182816044,-0.0506665337771949,0.891534580042948,-0.596664430401022,-0.462218145819621,-0.636122962007197,mod,mod,abs,abs,min,min,min
1.34664424830201,0.492067118965402,0.205332835351463,0.405746209358156,0.0763425254387439,-0.255961318405677,-0.55785837695759,-0.613500210037017,1.38330047831342,-1.12103836150294,0.0419294379633535,-0.701444159669253,abs,abs,abs,abs,mod,mod,mild
0.246260216186303,-1.39901063517181,0.183611865719529,0.847941695317219,-0.0464893339777237,1.42839828776964,-0.798062438255047,1.1161188162464,-1.59099376054889,0.17335822346662,0.832654635006193,0.617366367310716,min,min,abs,abs,min,min,min
1.22762905905417,-1.25108643227144,0.969018987339989,1.45462543346128,0.605575968667038,0.765775310052825,-1.72059136321056,1.45905478347854,-1.35445072458443,0.134954124626491,-1.69973283983089,0.125680060532292,mod,mod,abs,abs,mod,mod,mild
1.46946569259763,0.0675833321740065,0.595978638019982,1.4553870435597,3.18235875867945,0.888846227009302,-1.97356784339183,-2.33136906356936,-0.757625020671731,0.0200117430827223,-0.500053977739719,-0.197694321614376,mods,sev,mods,sev,mods,sev,mod
-1.57666130994962,-1.30358423053373,2.58735269569568,1.80263460590497,1.18995946334294,-1.51035588045183,-0.603084088273212,-1.64348138630634,-0.717387991650246,1.29326625121764,1.64906381907453,-1.26157369963481,mod,mod,min,min,mild,mild,mild
0.0381554511635315,1.68667628373629,-0.281012647244889,-0.339869306353448,-1.24492331773682,-0.408212904510356,1.66557961921535,-0.173141677872519,1.74590412626399,-0.579881730543209,1.76487048951845,0.20440673510816,mild,mild,abs,abs,mild,mild,mod
-2.34049006692598,0.288968595410622,-0.0886613425040628,0.398159987297481,0.19570721903153,-0.253209243692185,1.51010537108002,-0.0770940947929282,1.35931925697045,-0.399181754689747,-0.297943844624399,-1.33030612807181,mild,mild,mods,sev,mods,sev,mod
-0.0182812847732288,-0.268903131402648,-0.472286797610873,-1.47449324252417,0.041659327749826,0.240077723498892,0.743999413612028,0.10447644444496,0.348009615143325,-1.00959555894556,0.0386983543326515,0.309967035343731,min,min,abs,abs,sev,sev,mod
0.476927200244811,0.201282331267901,0.424651874984845,-0.341335507957236,0.99734267135742,-1.16612073486358,0.0366465799685439,-0.735228418925924,0.376682744668256,-0.557424399175269,-0.0111606959267959,-0.262697765563589,abs,abs,abs,abs,mod,mod,mild
0.56762156050091,1.19221287788695,0.557233518303381,-1.56455225751825,-0.930871654897783,-2.60779753729458,0.283025203654029,1.06204045007191,0.49931956241895,-0.311108917204263,-1.99476265654345,0.309125118574525,mod,mod,abs,abs,mild,mild,abs
0.168049960812289,-0.507731292423893,-0.204957194730148,0.0583791424900526,0.0951297107130045,-0.718928759137792,-0.145077296986297,-1.43717409719477,0.0218194865062322,-0.0879297657765834,1.45655369224404,0.529725980486726,mild,mild,abs,abs,min,min,mild
-2.06862155622026,-0.950292816585286,-1.80204677289395,0.405843288435106,0.244284021159938,-0.67327993467736,0.217548755806034,0.203428091874993,1.58233484156522,0.106675037587575,-0.0495200515244905,0.269958688406775,abs,abs,abs,abs,min,min,mild
